priority_rank,name,county,town,lat,lon,risk_score,risk_level,rain_24h_mm_demo,elevation_m,slope_deg,aspect_deg,aspect_dir,aspect_score,terrain_score,debris_dist_m,debris_Risk,lswarn_dist_m,lswarn_Risk,lspot_dist_m,lspot_Risk,event_dist_m,event_Events,law_status,law_issue,indigenous_area,data_confidence,suggested_action,alert_message
43,回薌庭露營區,新竹縣,尖石鄉,24.668442,121.210182,61.7,加強監測,214.5021119945847,638.49,20.31,256.6,西,0.0,39.6,352.4259570825447,銝,438.5306695028248,擃,640.9604466495248,高,14715.730949555746,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】新竹縣尖石鄉「回薌庭露營區」目前為「加強監測」。主因：雨量偏高 215 mm/24h、距土石流影響範圍 352 m、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
44,翔雲露營區,苗栗縣,泰安鄉,24.407806,120.911806,61.7,加強監測,191.57797139787328,632.78,16.29,300.6,西北,0.0,31.8,905.8513595950296,銝,6.664144752001762,銝,6.664144752001762,中,6331.023311894508,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】苗栗縣泰安鄉「翔雲露營區」目前為「加強監測」。主因：鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
45,田野露營區,新竹縣,尖石鄉,24.671856,121.213189,61.6,加強監測,212.4262205107259,629.74,20.54,281.6,西,0.0,40.1,296.1671010642147,銝,329.742731050197,擃,437.5295968395325,高,15025.102618208955,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】新竹縣尖石鄉「田野露營區」目前為「加強監測」。主因：雨量偏高 212 mm/24h、距土石流影響範圍 296 m、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
46,夏特義露營區,苗栗縣,泰安鄉,24.42336,120.918903,61.6,加強監測,204.4978931780852,779.19,23.05,315.0,西北,0.0,44.9,1595.262372234637,擃,45.588061617255605,銝,45.588061617255605,中,8105.544449649948,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】苗栗縣泰安鄉「夏特義露營區」目前為「加強監測」。主因：雨量偏高 204 mm/24h、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
47,香杉露營區,新竹縣,尖石鄉,24.66881,121.211726,61.5,加強監測,217.56243314612092,678.38,14.81,197.0,南,35.8,36.8,349.9480429588173,銝,464.9401038150547,擃,645.8662857571436,高,14872.085023397967,1020豪雨,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】新竹縣尖石鄉「香杉露營區」目前為「加強監測」。主因：雨量偏高 218 mm/24h、距土石流影響範圍 350 m、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
48,納格林野營,花蓮縣,光復鄉,23.60428,121.37909,61.5,加強監測,181.63740137838417,211.04,9.27,67.3,東北,43.3,27.6,335.2114138431358,雿,161.34919256982084,銝,203.2199425740127,中,4770.476653436424,樺加沙颱風,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】花蓮縣光復鄉「納格林野營」目前為「加強監測」。主因：距土石流影響範圍 335 m、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
49,田度375之一露營場,苗栗縣,泰安鄉,24.4441,120.91698,61.3,加強監測,185.50814125181307,344.77,9.4,234.6,西南,3.5,19.1,703.4011362826654,雿,0.0,銝,15.319245993819504,中,8123.694882189016,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】苗栗縣泰安鄉「田度375之一露營場」目前為「加強監測」。主因：鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
50,麥的莊園露營區,高雄市,那瑪夏區,23.249121,120.692309,61.1,加強監測,194.22281169453265,572.92,10.05,105.6,東,73.7,35.8,0.0,雿,15341.700829885382,銝,15733.49511424043,中,767.6564075439302,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】高雄市那瑪夏區「麥的莊園露營區」目前為「加強監測」。主因：坡向 東，迎風暴露較高、距土石流影響範圍 0 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
51,卡拉傳奇觀光農場-阿爸的故事,桃園市,復興區,24.695764,121.408917,60.9,加強監測,201.04364425599212,896.35,17.9,165.6,南,62.0,48.5,0.0,銝,1546.7048850313097,擃,1546.7048850313097,高,9273.772561412605,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】桃園市復興區「卡拉傳奇觀光農場-阿爸的故事」目前為「加強監測」。主因：雨量偏高 201 mm/24h、距土石流影響範圍 0 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
52,格瑞菈森林露營區,嘉義縣,梅山鄉,23.5386130724896,120.66516176419,60.7,加強監測,213.90706139369223,1019.69,7.08,162.6,南,38.1,22.2,1131.7428235782595,銝,0.0,擃,0.0,高,3039.30797560355,0728豪雨,違反相關法規露營場,違反區域計畫法,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】嘉義縣梅山鄉「格瑞菈森林露營區」目前為「加強監測」。主因：雨量偏高 214 mm/24h、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
53,依山山露營區,高雄市,六龜區,23.071829307615,120.688475224053,60.5,加強監測,185.55960258679204,410.98,9.62,298.6,西北,0.0,18.8,24.209390459981517,擃,974.4523009745608,擃,413.2775248465268,高,760.2383665412917,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】高雄市六龜區「依山山露營區」目前為「加強監測」。主因：距土石流影響範圍 24 m、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
54,馬沙露營區,南投縣,國姓鄉,24.052274,120.874422,60.3,加強監測,191.30311124754925,339.18,5.44,321.3,西北,0.0,10.6,80.26375678517323,銝,10294.016857841872,雿,10294.016857841872,低,141.3185095173474,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】南投縣國姓鄉「馬沙露營區」目前為「加強監測」。主因：距土石流影響範圍 80 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
55,辣妹子露營區,南投縣,仁愛鄉,24.0282169,121.1605948,60.2,加強監測,231.3233314364596,1196.46,18.1,120.2,東南,99.8,57.3,83.85242160931183,銝,2105.35947949511,擃,2105.35947949511,高,6448.165477840582,丹娜絲颱風、薇帕颱風、0721豪雨,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】南投縣仁愛鄉「辣妹子露營區」目前為「加強監測」。主因：雨量偏高 231 mm/24h、坡向 東南，迎風暴露較高、距土石流影響範圍 84 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
56,依星生態農場,南投縣,中寮鄉,23.96077,120.83453,60.2,加強監測,223.92069648770848,1041.91,18.88,59.3,東北,49.4,47.7,1743.659331276965,雿,234.50784222093432,雿,234.50784222093432,低,4807.167962844872,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】南投縣中寮鄉「依星生態農場」目前為「加強監測」。主因：雨量偏高 224 mm/24h、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
57,客泊樂野奢露營,苗栗縣,泰安鄉,24.419939,120.913363,60.2,加強監測,190.109816286656,632.64,30.21,175.4,南,53.8,70.7,939.3444372816328,擃,348.1213326289457,銝,399.64762959783934,中,7680.463251168163,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】苗栗縣泰安鄉「客泊樂野奢露營」目前為「加強監測」。主因：DEM坡度 30°、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
58,九叔公露營區,嘉義縣,竹崎鄉,23.4799497316751,120.672457481568,60.0,加強監測,225.07411291289225,946.32,21.6,146.1,東南,78.3,59.3,70.43118053041748,擃,2713.6821025104964,擃,2713.9355023342155,高,1546.974839127264,0728豪雨,違反相關法規露營場,違反區域計畫法,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】嘉義縣竹崎鄉「九叔公露營區」目前為「加強監測」。主因：雨量偏高 225 mm/24h、坡向 東南，迎風暴露較高、距土石流影響範圍 70 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
59,徠悠露營區,苗栗縣,泰安鄉,24.34634,120.9621,60.0,加強監測,206.21613522851044,874.3,45.28,39.0,東北,32.5,85.2,183.30750889284275,蝥閫撖,3359.7688399700937,擃,3359.7688399700937,高,5279.514660842679,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】苗栗縣泰安鄉「徠悠露營區」目前為「加強監測」。主因：雨量偏高 206 mm/24h、DEM坡度 45°、距土石流影響範圍 183 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
60,閑情園,新竹縣,尖石鄉,24.68252,121.205521,59.8,加強監測,197.46525738261928,670.36,13.96,52.6,東北,43.8,36.9,387.4191949424357,擃,460.7038982247928,擃,460.7038982247928,高,14330.359336574584,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】新竹縣尖石鄉「閑情園」目前為「加強監測」。主因：距土石流影響範圍 387 m、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
61,蘇彥露營場,苗栗縣,泰安鄉,24.40782,120.91278,59.8,加強監測,186.63652058435392,654.04,11.98,307.1,西北,0.0,23.4,997.4960060621984,銝,17.927323707370675,銝,17.927323707370675,中,6336.982207000924,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】苗栗縣泰安鄉「蘇彥露營場」目前為「加強監測」。主因：鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
62,許家茶園民宿露營區,嘉義縣,梅山鄉,23.5438271556689,120.672544709171,59.7,加強監測,214.3744515605825,1184.1,10.52,183.7,南,41.1,29.6,623.2099197871852,銝,100.24530030318384,擃,100.24530030318384,高,3424.061598517724,0728豪雨,違反相關法規露營場,違反區域計畫法,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】嘉義縣梅山鄉「許家茶園民宿露營區」目前為「加強監測」。主因：雨量偏高 214 mm/24h、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
63,鷹的故鄉,苗栗縣,泰安鄉,24.421526,120.918309,59.6,加強監測,209.87385792719056,797.56,26.03,238.4,西南,1.3,51.0,1469.8298164007283,擃,227.14282116385584,銝,227.14282116385584,中,7896.836783830129,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】苗栗縣泰安鄉「鷹的故鄉」目前為「加強監測」。主因：雨量偏高 210 mm/24h、鄰近崩塌/警戒範圍、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
64,KK露營區,苗栗縣,泰安鄉,24.37712,120.95779,59.6,加強監測,200.3998771279256,728.99,20.21,100.9,東,84.1,57.9,0.0,雿,3342.610674097055,擃,3342.610674097055,高,5652.505731854359,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】苗栗縣泰安鄉「KK露營區」目前為「加強監測」。主因：雨量偏高 200 mm/24h、坡向 東，迎風暴露較高、距土石流影響範圍 0 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
65,頤生園,苗栗縣,卓蘭鎮,24.32796,120.89141,59.5,加強監測,205.1358964217273,579.02,26.35,22.0,北,18.3,55.4,0.0,擃,2739.704493764629,擃,3080.1141759461284,高,1725.266889322191,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持每 30–60 分鐘巡查邊坡、溪水與道路狀況，準備雨具、照明與通訊設備。,【露營安全提醒】苗栗縣卓蘭鎮「頤生園」目前為「加強監測」。主因：雨量偏高 205 mm/24h、距土石流影響範圍 0 m、法規狀態需注意。請持續注意雨勢、溪水與邊坡狀況，先完成撤離路線與聯絡名冊確認。
